pair,status,binance_symbol,interval,rows,start,end,files
PLUME/USD,ok,PLUMEUSDT,1h,5112,2025-08-18 15:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-08\\PLUME_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\PLUME_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\PLUME_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\PLUME_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\PLUME_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\PLUME_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\PLUME_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\PLUME_USD_1h.csv']"
POL/USD,ok,POLUSDT,1h,13253,2024-09-13 10:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-09\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\POL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\POL_USD_1h.csv']"
PUMP/USD,ok,PUMPUSDT,1h,4539,2025-09-11 12:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-09\\PUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\PUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\PUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\PUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\PUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\PUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\PUMP_USD_1h.csv']"
S/USD,ok,SUSDT,1h,10255,2025-01-16 08:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-01\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\S_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\S_USD_1h.csv']"
SEI/USD,ok,SEIUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\SEI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\SEI_USD_1h.csv']"
SHIB/USD,ok,SHIBUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\SHIB_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\SHIB_USD_1h.csv']"
SOL/USD,ok,SOLUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\SOL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\SOL_USD_1h.csv']"
SOMI/USD,ok,SOMIUSDT,1h,4753,2025-09-02 14:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-09\\SOMI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\SOMI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\SOMI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\SOMI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\SOMI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\SOMI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\SOMI_USD_1h.csv']"
STO/USD,ok,STOUSDT,1h,7703,2025-05-02 16:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-05\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\STO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\STO_USD_1h.csv']"
SUI/USD,ok,SUIUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\SUI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\SUI_USD_1h.csv']"
TAO/USD,ok,TAOUSDT,1h,16971,2024-04-11 12:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-04\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\TAO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\TAO_USD_1h.csv']"
TON/USD,ok,TONUSDT,1h,14117,2024-08-08 10:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-08\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\TON_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\TON_USD_1h.csv']"
TRUMP/USD,ok,TRUMPUSDT,1h,10183,2025-01-19 08:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-01\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\TRUMP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\TRUMP_USD_1h.csv']"
TRX/USD,ok,TRXUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\TRX_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\TRX_USD_1h.csv']"
TUT/USD,ok,TUTUSDT,1h,8562,2025-03-27 21:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-03\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\TUT_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\TUT_USD_1h.csv']"
UNI/USD,ok,UNIUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\UNI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\UNI_USD_1h.csv']"
VIRTUAL/USD,ok,VIRTUALUSDT,1h,8209,2025-04-11 14:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-04\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\VIRTUAL_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\VIRTUAL_USD_1h.csv']"
WIF/USD,ok,WIFUSDT,1h,17857,2024-03-05 14:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-03\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\WIF_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\WIF_USD_1h.csv']"
WLD/USD,ok,WLDUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\WLD_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\WLD_USD_1h.csv']"
